Name,Street,Suburb,City,Region,Longitude,Latitude
Timaru Girls' High School,Cain Street,,Timaru,Canterbury,171.244204,-44.405377
Waimate High School,Paul Street,,Waimate,Canterbury,171.047264,-44.737445
Waitaki Valley School,Settlement Road,,Kurow,Canterbury,170.464679,-44.742494
Waitaki Boys' High School,Waitaki Avenue,,Oamaru,Otago,170.993812,-45.076993
Waitaki Girls' High School,Trent Street,,Oamaru,Otago,170.974323,-45.088974
The Cathedral Grammar School,2 Chester Street West,,Christchurch,Canterbury,172.628547,-43.528053
St Kevins College (Oamaru),Taward Street,,Oamaru,Otago,170.983145,-45.064913
Maniototo Area School,15 Caulfield Street,,Ranfurly,Otago,170.099769,-45.125263
East Otago High School,Stour Street,,Palmerston,Otago,170.7212,-45.478905
Dunstan High School,Enterprise Street,,Alexandra,Otago,169.386871,-45.245871
Cromwell College,Barry Avenue,,Cromwell,Otago,169.194493,-45.043484
Wakatipu High School,47-49 Red Oaks Drive,Frankton,Queenstown,Otago,168.74902,-45.025569
Roxburgh Area School,78 Scotland Street,,Roxburgh,Otago,169.311196,-45.538148
Logan Park High School,76 Butts Road,,Dunedin,Otago,170.528799,-45.861852
Otago Boys' High School,2 Arthur Street,,Dunedin,Otago,170.495869,-45.870979
Otago Girls' High School,41 Tennyson Street,,Dunedin,Otago,170.499649,-45.875693
St Hildas Collegiate,2 Cobden Street,,Dunedin,Otago,170.503666,-45.867317
Kaikorai Valley College,Kaikorai Valley Road,,Dunedin,Otago,170.467237,-45.881772
Bayfield High School,Shore Street,Andersons Bay,Dunedin,Otago,170.523183,-45.895964
Kings High School (Dunedin),270 Bay View Road,,Dunedin,Otago,170.494231,-45.902923
Queens High School,195 Surrey Street,St Clair,Dunedin,Otago,170.491387,-45.904015
Columba College,399 Highgate,Roslyn,Dunedin,Otago,170.493975,-45.863461
John McGlashan College,2 Pilkington Street,Maori Hill,Dunedin,Otago,170.497825,-45.855675
Lawrence Area School,18 Harrington Street,,Lawrence,Otago,169.686805,-45.921131
Blue Mountain College,State Highway 90,,Tapanui,Otago,169.258757,-45.939852
Tokomairiro High School,238 Union Street,,Milton,Otago,169.966914,-46.113188
South Otago High School,Frances Street,Rosebank,Balclutha,Otago,169.728516,-46.246232
The Catlins Area School,1 Stuart Street,,Owaka,Otago,169.661385,-46.453135
Northern Southland College,Maria Street,,Lumsden,Southland,168.448739,-45.744013
Gore High School,Coutts Road,,Gore,Southland,168.930251,-46.103544
St Peter's College (Gore),121 Kakapo Street,,Gore,Southland,168.924024,-46.10716
Takitimu Primary School,15 Evan Street,,Nightcaps,Southland,168.032571,-45.974795
Central Southland College,174 MacKenzie Street,,Winton,Southland,168.320114,-46.137191
Fiordland College,4 Howden Street,,Te Anau,Southland,167.723683,-45.409256
Menzies College,Alma Street,,Wyndham,Southland,168.845927,-46.324822
Waiau Area School,47 Orawia Road,,Tuatapere,Southland,167.688875,-46.129561
Southland Boys' High School,181 Herbert Street,,Invercargill,Southland,168.359094,-46.395629
Southland Girls' High School,328 Tweed Street,Georgetown,Invercargill,Southland,168.365153,-46.417465
Verdon College,Rockdale Road,,Invercargill,Southland,168.397281,-46.415715
Aparima College,33 Leader Street,,Riverton,Southland,168.016606,-46.353606
Rangiora New Life School,Denchs Road,Southbrook,Rangiora,Canterbury,172.598008,-43.320246
Rudolf Steiner School (Chch),19 Ombersley Terrace,Opawa,Christchurch,Canterbury,172.659127,-43.560082
Richmond View School,26 Burleigh Road,,Blenheim,Marlborough,173.94336,-41.526398
Faith City School,127 Springvale Road,Springvale,Whanganui,Manawatu-Wanganui,175.020932,-39.920423
Michael Park School,55 Amy Street,Ellerslie,Auckland,Auckland,174.815656,-36.89351
Odyssey House School (Auckland),56 Bollard Avenue,Avondale,Auckland,Auckland,174.705551,-36.89815
Whangamata Area School,Port Road,,Whangamata,Waikato,175.866533,-37.215332
Excellere College,39 Great North Road,Kamo,Whangarei,Northland,174.298574,-35.669695
KingsWay School,100 Jelas Road,,Red Beach,Auckland,174.683044,-36.605634
Hukarere College,17 Shaw Road,,Eskdale,Hawke's Bay,176.827686,-39.388573
Springbank School,78 Waimate North Road,,Kerikeri,Northland,173.915477,-35.241997
Totara College of Accelerated Learning,3 Ruahine Street,,Dannevirke,Manawatu-Wanganui,176.11144,-40.19015
Pinehurst School,75 Bush Road,Albany,Auckland,Auckland,174.704013,-36.739156
ACG Strathallan,50 Hayfield Way,,Karaka,Auckland,174.903703,-37.081855
Hastings Christian School,Copeland Road,Akina,Hastings,Hawke's Bay,176.845187,-39.658522
Hamilton Christian School,4 North City Road,Rototuna North,Hamilton,Waikato,175.260861,-37.721427
Southern Cross Campus,253 Buckland Road West,Mangere,Auckland,Auckland,174.816727,-36.964284
Kadimah School,108 Greys Avenue,Newton,Auckland,Auckland,174.759747,-36.855581
St Dominic's College,12B York Street,Gonville,Whanganui,Manawatu-Wanganui,175.022668,-39.9394
Pukekohe Christian School,82 Yates Road,,Pukekohe,Auckland,174.931298,-37.216704
Carey College,21 Domain Road,Panmure,Auckland,Auckland,174.854482,-36.901081
Ambury Park Centre,66 Wellesley Road,Mangere Bridge,Auckland,Auckland,174.771216,-36.953125
TKK Motuhake o Tawhiuau,43 Miro Drive,,Murupara,Bay of Plenty,176.70927,-38.460989
Mana Tamariki,165 Grey Street,Palmerston North CBD,Palmerston North,Manawatu-Wanganui,175.61614,-40.349072
Manukau Christian School,77 Rogers Road,Manurewa,Auckland,Auckland,174.899783,-37.027828
Zayed College for Girls,44 Westney Road,Mangere,Auckland,Auckland,174.790735,-36.979102
Westmount School,Level 1 The Precinct 40 Onehunga Mall,Onehunga,Auckland,,174.786584,-36.930182
Auckland International College,37 Heaphy Street,Blockhouse Bay,Auckland,Auckland,174.69787,-36.922398
Tongariro School,Waipapa Road,,Turangi,Waikato,175.81506,-38.985784
Wainuiomata High School,Parkway Road,Wainuiomata,Lower Hutt,Wellington,174.936198,-41.251663
City Impact Church School,794 East Coast Road,Browns Bay,Auckland,Auckland,174.722964,-36.721817
Aquinas College,183 Pyes Pa Road,Pyes Pa,Tauranga,Bay of Plenty,176.121982,-37.750878
Wentworth College,65 Gulf Harbour Drive,Gulf Harbour,Whangaparaoa,Auckland,174.791293,-36.613147
Taumata School,130 Kennedy Road,Pyes Pa,Tauranga,,,
Mt Hobson Middle School,131 Remuera Road,Remuera,Auckland,Auckland,174.783983,-36.874737
Nga Taiatea Wharekura,134 Rotokauri Road,Nawton,Hamilton,Waikato,175.231113,-37.768009
Sancta Maria College,319 Te Irirangi Drive,Howick South,Manukau,Auckland,174.90488,-36.957841
Putaruru College,Junction Street,,Putaruru,Waikato,175.786838,-38.040154
Taieri College,Green Street,,Mosgiel,Otago,170.35139,-45.875909
Reefton Area School,10 Victory Street,,Reefton,West Coast,171.860874,-42.115234
Te Kura o Hirangi,29 Mawake Place,,Turangi,Waikato,175.803419,-38.984395
Te Aho o Te Kura Pounamu,11 Portland Crescent,Thorndon,Wellington,,174.776604,-41.274437
Kelston Deaf Education Centre,3 Archibald Road,Kelston,Auckland,Auckland,174.664992,-36.905306
Drury Christian School,13 Sutton Road,,Drury,Auckland,174.949579,-37.096531
Kimi Ora School,100 Walters Street,Naenae,Lower Hutt,Wellington,174.942645,-41.19764
Kingslea School,60 Horseshoe Lake Road,Shirley,Christchurch,Canterbury,172.668083,-43.504337
Van Asch Deaf Education Centre,Truro Street,Sumner,Christchurch,Canterbury,172.759668,-43.579871
Halswell Residential College,15 Nash Road,Halswell,Christchurch,Canterbury,172.56935,-43.562153
Salisbury School (Nelson),67 Salisbury Road,,Richmond,Tasman,173.195399,-41.337552
Twizel Area School,Mt Cook Street,,Twizel,Canterbury,170.098053,-44.255242
Ponatahi Christian School,6 Howard Street,,Carterton,Wellington,175.522451,-41.032153
Waiheke High School,11 Donald Bruce Road,,Waiheke Island,Auckland,175.027616,-36.801059
Catholic Cathedral College,62 Ferry Road,,Christchurch,Canterbury,172.646591,-43.537655
John Paul College,Kahu Street,Rotorua Central,Rotorua,Bay of Plenty,176.230146,-38.142442
Mt Aspiring College,101 Plantation Road,,Wanaka,Otago,169.136766,-44.687324
Kavanagh College,340 Rattray Street,City Rise,Dunedin,Otago,170.49658,-45.873937
Waikato Waldorf School ( Rudolf Steiner),85 Barrington Drive,Rototuna,Hamilton,Waikato,175.280723,-37.725567
Al-Madinah School,8 Westney Road,Mangere,Auckland,Auckland,174.792439,-36.976352
Te Kura Toitu o Te Whaiti-nui-a-Toi,49 Minginui Road,,Te Whaiti,Bay of Plenty,176.776491,-38.589189
Samuel Marsden Collegiate School -Whitby,2 Starboard Lane,Whitby,Porirua,Wellington,174.894114,-41.114978
MindAlive,385 Queen Street,Auckland Central,Auckland,Auckland,174.761905,-36.856065
Aurora College,234 Regent Street,,Invercargill,Southland,168.384072,-46.431134
Taihape Area School,26 Huia Street,,Taihape,Manawatu-Wanganui,175.801513,-39.67596
Te Waha O Rerekohu Area School,3 Arawhena Street,,Te Araroa,Gisborne,178.365551,-37.633715
Coastal Taranaki School,91 Carthew Street,,Okato,Taranaki,173.881545,-39.192853
James Hargest College,282 Layard Street,,Invercargill,Southland,168.362662,-46.390638
Mission Heights Junior College,Jeffs Road,Flat Bush,Auckland,Auckland,174.931234,-36.963901
Holy Family School (Wanaka),152 Aubrey Road,,Wanaka,Otago,169.13762,-44.679784
TKKM o Te Kura Kokiri,1223 Welcome Bay Road,Welcome Bay,Tauranga,Bay of Plenty,176.283679,-37.723428
Te Wainui a Rua,4502 Whanganui River Road,,Ranana,Manawatu-Wanganui,175.107521,-39.58259
Albany Senior High School,536 Albany Highway,Albany,Auckland,Auckland,174.695767,-36.730171
Ormiston Senior College,275 Ormiston Road,Flat Bush,Auckland,Auckland,174.918245,-36.967953
Stonefields School,81 Tihi Street,Stonefields,Auckland,Auckland,174.84054,-36.888306
Maraekakaho School,68 Kereru Road,,Maraekakaho,Hawke's Bay,176.617898,-39.648538
Te Wharekura o Te Kaokaoroa o Patetere,117 Buckland Street,,Putaruru,Waikato,175.774429,-38.044277
Mission Heights Primary School,Jeffs Road,Flat Bush,Auckland,Auckland,174.931665,-36.962388
ACG Sunderland,6 Waipareira Avenue,Henderson,Waitakere,Auckland,174.633796,-36.864296
Te Totara Primary School,31 Hector Drive,Rototuna North,Hamilton,Waikato,175.268723,-37.719806
Knights Stream School- Mingimingi Hautoa,1 Killarney Avenue,Halswell,Christchurch,,,
West Rolleston Primary School,327 Dunns Crossing Road,,Rolleston,Canterbury,172.355909,-43.606883
Ararira Springs Primary- Te Puna o Ararira,18 Russ Drive,,Lincoln,Canterbury,,
Shotover Primary School,57 Stalker Road,,Queenstown,Otago,168.77662,-45.005739
Hingaia Peninsula School,171 Hingaia Road,Karaka,Auckland,Auckland,174.916185,-37.077438
Te Kura o Nga Ruahine Rangi,520 Eltham Road,,Mangatoki,Taranaki,174.229208,-39.423815
Te Uho O Te Nikau Primary School,221 Flat Bush School Road,Flat Bush,Auckland,,,
Kauri Flats School,181 Walters Road,Takanini,Auckland,Auckland,174.949755,-37.044193
TKKM o Ngaringaomatariki,34 Oruawharo School Road,Oruawharo,Wellsford,Northland,174.409954,-36.272809
Kumeroa School,Cnr Township & School Roads,,Kumeroa,Manawatu-Wanganui,175.989708,-40.337628
KingsGate School,53 Victoria Street,Pukekohe West,Auckland,Auckland,174.896802,-37.20001
Golden Grove School,57 Grey Street,Onehunga,Auckland,Auckland,174.783874,-36.918935
Wentworth Primary,95 Gulf Harbour Drive,Gulf Harbour,Whangaparaoa,Auckland,174.793869,-36.614505
Big Rock Primary School,2 Bath Street,,Brighton,Otago,170.330222,-45.94929
Ashburton Christian School,119 Albert Street,Elgin,Ashburton,Canterbury,171.772082,-43.911164
Seven Oaks School,77 Murphys Road,Halswell,Christchurch,Canterbury,172.54845,-43.582665
Amesbury School,48 Amesbury Drive,Churton Park,Wellington,Wellington,174.802127,-41.199088
Rototuna Senior High School,Kimbrae Drive,Rototuna,Hamilton,Waikato,175.261926,-37.715462
City Impact Church School (Secondary),794 East Coast Road,Oteha,Auckland,Auckland,174.72166,-36.722468
Sancta Maria Catholic Primary School,317 Te Irirangi Drive,Flat Bush,Manukau,Auckland,174.903915,-36.959987
Huanui College,328 Ngunguru Road RD 3,Glenbervie,Whangarei,Northland,174.361725,-35.668284
Silverstream Christian School,4 - 8 Blue Mountain Road,Silverstream,Upper Hutt,Wellington,175.014548,-41.151273
Te Karaka Area School,5 Kanakanaia Road,Te Karaka,Gisborne,Gisborne,177.866318,-38.469043
TKKM o Tuia te Matangi,61 Croucher Street,Richmond,Nelson,Tasman,173.190247,-41.334758
Te Kura Maori o Nga Tapuwae,1 Wickman Way,Mangere,Auckland,Auckland,174.81709,-36.965266
Kia Aroha College,51 Othello Drive,Otara,Auckland,Auckland,174.892769,-36.980847
Tai Wananga,Ruakura AgResearch Centre East Street,,Hamilton,Waikato,175.305794,-37.775338
Kingsview School,14 Yewlett Cresent,Frankton,Queenstown,Otago,168.727611,-45.017708
Te Wharekura o Nga Purapura o Te Aroha,320 Factory Road,,Te Awamutu,Waikato,175.314307,-38.002932
Bathgate Park School,213 Macandrew Road,South Dunedin,Dunedin,Otago,170.49225,-45.900324
Carisbrook School,217 South Road,Caversham,Dunedin,Otago,170.484086,-45.895384
Te Whata Tau o Putauaki,39-57 Galway Street,,Kawerau,Bay of Plenty,176.706586,-38.083368
Rolleston College,631 Springston Rolleston Road,,Rolleston,Canterbury,172.388506,-43.603512
Kawerau Putauaki School,87-89 Fenton Mill Road,,Kawerau,Bay of Plenty,176.685505,-38.089838
Murupara Area School,84 Pine Drive,,Murupara,Bay of Plenty,176.703043,-38.455349
Kahurangi School,45 Strathmore Avenue,Strathmore,Wellington,Wellington,174.820897,-41.328363
Tarawera High School,58-122 River Road,,Kawerau,Bay of Plenty,176.709394,-38.087202
Waikato Montessori Education Centre,267 Newell Road,,Hamilton,Waikato,175.340394,-37.82715
Eden Christian Academy,La Valla Estate 131 Dominion Road,,Tuakau,Waikato,174.962852,-37.253564
Ao Tawhiti Unlimited Discovery,Parkstone Avenue,Ilam,Christchurch,Canterbury,172.568049,-43.523012
Te Waka Unua School,476 Ferry Road,Woolston,Christchurch,Canterbury,172.672631,-43.545666
Waitakiri Primary School,170 Burwood Road,Burwood,Christchurch,Canterbury,172.683836,-43.488839
Lyttelton Primary School,34 Oxford Street,,Lyttelton,Canterbury,172.72316,-43.602339
Ormiston Primary School,291 Ormiston Road,Flat Bush,Auckland,Auckland,174.920678,-36.968308
Seven Oaks Secondary School,77 Murphys Road,Halswell,Christchurch,Canterbury,172.549805,-43.583346
Rawhiti School,150 Leaver Terrace,North New Brighton,Christchurch,Canterbury,172.7177,-43.4961
Haeata Community Campus,240 Breezes Road,Wainoni,Christchurch,Canterbury,172.696685,-43.514756
Te Pa o Rakaihautu,7 McLean Street,Linwood,Christchurch,Canterbury,172.672453,-43.529306
ACG Tauranga,6 Keenan Road,Pyes Pa,Tauranga,Bay of Plenty,176.115653,-37.771589
Rototuna Junior High School,Kimbrae Drive,Rototuna,Hamilton,Waikato,175.265016,-37.716226
Ormiston Junior College,285 Ormiston Road,Flat Bush,Auckland,Auckland,174.919679,-36.967842
Rolleston Christian School,571-575 Springston Rolleston Road,,Rolleston,Canterbury,172.392904,-43.608318
Te Kura Kaupapa Maori o Te Orini ki Ngati Awa,33 Meadow Vale,Coastlands,Whakatane,Bay of Plenty,176.971492,-37.935024
Meraki Montessori School,293 Wainui Road,,Silverdale,Auckland,174.660049,-36.603602
Porangahau School,58 Keppel Street,,Porangahau,Hawke's Bay,176.617009,-40.303777
Te Kura Kaupapa Maori o Horouta Wananga,30 Desmond Road,Te Hapara,Gisborne,Gisborne,178.006862,-38.657545
St Francis of Assisi Catholic School,370 Innes Road,Mairehau,Christchurch,Canterbury,172.639385,-43.499787
Manukura,Kura Awa Centennial Drive,Hokowhitu,Palmerston North,Manawatu-Wanganui,175.629461,-40.37251
Te Kura o Te Whanau-a-Apanui,10 Omaio School Road,,Omaio,Bay of Plenty,177.634279,-37.814794
Holy Trinity Catholic Primary School,137 Airfield Road,Takanini,Auckland,Auckland,174.940736,-37.036327
Iqra Elementary,7-9 Hugh Brown Drive,New Lynn,Auckland,Auckland,174.749855,-36.912733
Summit Point School,1 Fred Thomas Drive,Takapuna,Auckland,Auckland,174.762276,-36.790976
Matua Ngaru School,47-49 Gilbransen Road,,Kumeu,,,
The Deep Green Bush School,47 Moumoukai Hill Road,Papakura,Auckland,Auckland,175.1302,-37.001411
Waiheke Island Steiner School,58 Korora Road,Oneroa,Waiheke Island,Auckland,175.006246,-36.773777
Te Ao Marama School,Cnr Borman Road and Hare Puke Drive,Flagstaff-Hamilton,Hamilton,,,
Jireh Christian School,63 St Georges Road,Avondale,Auckland,Auckland,174.695236,-36.902168
Peace Experiment,18 Pilkington Road,Panmure,Auckland,Auckland,174.853851,-36.898531
ADDI Enrichment Academy,16 Opepe Street,,Taupo,Waikato,176.075778,-38.681417
Central Auckland Specialist School,48 Smallfield Avenue,Three Kings,Auckland,Auckland,174.752083,-36.90542
Academy for Gifted Education,Karaka House 9 Huron Street,Takapuna,Auckland,Auckland,174.77056,-36.788917
Rocket School,1088 State Highway 1,Pohuehue,Warkworth,Auckland,174.655565,-36.472668
Ako,Awataha Marae 58 Akoranga Drive,Northcote,Auckland,Auckland,174.756983,-36.795038
Vanguard Military School,8 Rothwell Avenue,Rosedale,Auckland,Auckland,,
Te Kapehu Whetu (Teina),78 Tarewa Road,Morningside,Whangarei,Northland,,
Te Kapehu Whetu (Tuakana),171 Lower Dent Street,,Whangarei,Northland,,
Te Rangihakahaka Centre for Science and Technology,Turipuku Campus 7-11 Dinsdale Street,,Rotorua,Bay of Plenty,,
Te Kopuku High,70 Foreman Road,Te Rapa,Hamilton,Waikato,,
Te Aratika Academy,314 State Highway 2,,Mangateretere,Hawke's Bay,,
Pacific Advance Secondary School,42 Atkinson Avenue,Otahuhu,Auckland,Auckland,,
South Auckland Middle School,198 Mahia Road,Manurewa,Auckland,Auckland,,
Middle School West Auckland,289 Lincoln Road,Henderson,Auckland,Auckland,,
Te Wharekura o Ngati Rongomai,33 Robinson Ave,Holdens Bay,Rotorua,,,
Rise UP Academy,22-24 Rosella Road,Mangere,Auckland,,,
Waatea School,31 Calthorp Close,Favona,Auckland,Auckland,,
Ahipara School,Main Road,,Ahipara,Northland,173.153603,-35.171769
Aranga School,State Highway 12,Aranga,Dargaville,Northland,173.613786,-35.738752
Arapohue School,Mititai Road,Arapohue,Dargaville,Northland,173.944751,-36.007765
Awanui School,172 State Highway 1,,Awanui,Northland,173.2541,-35.039683
Blomfield Special School and Resource Ctre,31 Maunu Road,,Whangarei,Northland,174.314315,-35.730658
